Command,Name,Description,Operations,Data type,Units,Min,Max,Internal,Sensor name,Datamodel,Mapping,Template
r_21_lbimax,LBI max (NLS2),LBI max,r,float,dB,25,136,No,NLS2,,,No
r_21_lcfmax,LCF max (NLS2),LCF max,r,float,dB,25,136,No,NLS2,,,No
r_21_lcsmax,LCS max (NLS2),LCS max,r,float,dB,25,136,No,NLS2,,,No
r_21_lcimax,LCI max (NLS2),LCI max,r,float,dB,25,136,No,NLS2,,,No
r_21_lzfmax,LZF max (NLS2),LZF max,r,float,dB,25,136,No,NLS2,,,No
r_21_lzsmax,LZS max (NLS2),LZS max,r,float,dB,25,136,No,NLS2,,,No
r_21_lzimax,LZI max (NLS2),LZI max,r,float,dB,25,136,No,NLS2,,,No
r_21_lafmin,LAF min (NLS2),LAF min,r,float,dB,25,136,No,NLS2,,,No
r_21_lasmin,LAS min (NLS2),LAS min,r,float,dB,25,136,No,NLS2,,,No
r_21_laimin,LAI min (NLS2),LAI min,r,float,dB,25,136,No,NLS2,,,No
r_21_lbfmin,LBF min (NLS2),LBF min,r,float,dB,25,136,No,NLS2,,,No
r_21_lbsmin,LBS min (NLS2),LBS min,r,float,dB,25,136,No,NLS2,,,No
r_21_lbimin,LBI min (NLS2),LBI min,r,float,dB,25,136,No,NLS2,,,No
r_21_lcfmin,LCF min (NLS2),LCF min,r,float,dB,25,136,No,NLS2,,,No
r_21_lcsmin,LCS min (NLS2),LCS min,r,float,dB,25,136,No,NLS2,,,No
r_21_lcimin,LCI min (NLS2),LCI min,r,float,dB,25,136,No,NLS2,,,No
r_21_lzfmin,LZF min (NLS2),LZF min,r,float,dB,25,136,No,NLS2,,,No
r_21_lzsmin,LZS min (NLS2),LZS min,r,float,dB,25,136,No,NLS2,,,No
r_21_lzimin,LZI min (NLS2),LZI min,r,float,dB,25,136,No,NLS2,,,No
r_21_lapk,LA peak (NLS2),LA peak,r,float,dB,25,136,No,NLS2,,,No
r_21_lbpk,LB peak (NLS2),LB peak,r,float,dB,25,136,No,NLS2,,,No
r_21_lcpk,LC peak (NLS2),LC peak,r,float,dB,25,136,No,NLS2,,,No
r_21_lzpk,LZ peak (NLS2),LZ peak,r,float,dB,25,136,No,NLS2,,,No
r_21_laeq,LA eq (NLS2),LA eq,r,float,dB,25,136,No,NLS2,,,Yes
r_21_lbeq,LB eq (NLS2),LB eq,r,float,dB,25,136,No,NLS2,,,No
r_21_lceq,LC eq (NLS2),LC eq,r,float,dB,25,136,No,NLS2,,,No
r_21_lzeq,LZ eq (NLS2),LZ eq,r,float,dB,25,136,No,NLS2,,,No
r_21_l10,L10 (NLS2),L10,r,float,dB,25,136,No,NLS2,NoiseLevelObserved,LA10,No
r_21_l20,L20 (NLS2),L20,r,float,dB,25,136,No,NLS2,,,No
r_21_l30,L30 (NLS2),L30,r,float,dB,25,136,No,NLS2,,,No
r_21_l40,L40 (NLS2),L40,r,float,dB,25,136,No,NLS2,,,No
r_21_l50,L50 (NLS2),L50,r,float,dB,25,136,No,NLS2,NoiseLevelObserved,LA50,No
r_21_l60,L60 (NLS2),L60,r,float,dB,25,136,No,NLS2,,,No
r_21_l70,L70 (NLS2),L70,r,float,dB,25,136,No,NLS2,,,No
r_21_l80,L80 (NLS2),L80,r,float,dB,25,136,No,NLS2,,,No
r_21_l90,L90 (NLS2),L90,r,float,dB,25,136,No,NLS2,NoiseLevelObserved,LA90,No
r_21_l99,L99 (NLS2),L99,r,float,dB,25,136,No,NLS2,NoiseLevelObserved,LA99,No
r_23_pm1,PM 1 (OPCN3),Particulate matter on the air with diameters that are generally 1 micrometers and smaller.,r,float,µg/m3,0,2000,No,OPCN3,,,Yes
r_23_pm25,PM 2.5 (OPCN3),Particulate matter on the air with diameters that are generally 2.5 micrometers and smaller.,r,float,µg/m3,0,2000,No,OPCN3,,,Yes
r_23_pm10,PM 10 (OPCN3),Particulate matter on the air with diameters that are generally 10 micrometers and smaller.,r,float,µg/m3,0,2000,No,OPCN3,,,Yes
r_23_temp,Internal Temperature (OPCN3),Internal temperature inside the sensor,r,float,celsius,0,125,No,OPCN3,,,Yes
r_23_hum,Internal Humidity (OPCN3),Internal absolute humidity,r,float,%,0,100,No,OPCN3,,,Yes
r_23_bin0,Bin 0 (OPCN3),Raw count of particles detected in this specific size bin.,r,uint16_t,dimensionless,0,65535,Yes,OPCN3,,,No
r_23_bin1,Bin 1 (OPCN3),Raw count of particles detected in this specific size bin.,r,uint16_t,dimensionless,0,65535,Yes,OPCN3,,,No
r_23_bin2,Bin 2 (OPCN3),Raw count of particles detected in this specific size bin.,r,uint16_t,dimensionless,0,65535,Yes,OPCN3,,,No
r_23_bin3,Bin 3 (OPCN3),Raw count of particles detected in this specific size bin.,r,uint16_t,dimensionless,0,65535,Yes,OPCN3,,,No
r_23_bin4,Bin 4 (OPCN3),Raw count of particles detected in this specific size bin.,r,uint16_t,dimensionless,0,65535,Yes,OPCN3,,,No
r_23_bin5,Bin 5 (OPCN3),Raw count of particles detected in this specific size bin.,r,uint16_t,dimensionless,0,65535,Yes,OPCN3,,,No
r_23_bin6,Bin 6 (OPCN3),Raw count of particles detected in this specific size bin.,r,uint16_t,dimensionless,0,65535,Yes,OPCN3,,,No
r_23_bin7,Bin 7 (OPCN3),Raw count of particles detected in this specific size bin.,r,uint16_t,dimensionless,0,65535,Yes,OPCN3,,,No
r_23_bin8,Bin 8 (OPCN3),Raw count of particles detected in this specific size bin.,r,uint16_t,dimensionless,0,65535,Yes,OPCN3,,,No
r_23_bin9,Bin 9 (OPCN3),Raw count of particles detected in this specific size bin.,r,uint16_t,dimensionless,0,65535,Yes,OPCN3,,,No
r_23_bin10,Bin 10 (OPCN3),Raw count of particles detected in this specific size bin.,r,uint16_t,dimensionless,0,65535,Yes,OPCN3,,,No
r_23_bin11,Bin 11 (OPCN3),Raw count of particles detected in this specific size bin.,r,uint16_t,dimensionless,0,65535,Yes,OPCN3,,,No
r_23_bin12,Bin 12 (OPCN3),Raw count of particles detected in this specific size bin.,r,uint16_t,dimensionless,0,65535,Yes,OPCN3,,,No
r_23_bin13,Bin 13 (OPCN3),Raw count of particles detected in this specific size bin.,r,uint16_t,dimensionless,0,65535,Yes,OPCN3,,,No
r_23_bin14,Bin 14 (OPCN3),Raw count of particles detected in this specific size bin.,r,uint16_t,dimensionless,0,65535,Yes,OPCN3,,,No
r_23_bin15,Bin 15 (OPCN3),Raw count of particles detected in this specific size bin.,r,uint16_t,dimensionless,0,65535,Yes,OPCN3,,,No
r_23_bin16,Bin 16 (OPCN3),Raw count of particles detected in this specific size bin.,r,uint16_t,dimensionless,0,65535,Yes,OPCN3,,,No
r_23_bin17,Bin 17 (OPCN3),Raw count of particles detected in this specific size bin.,r,uint16_t,dimensionless,0,65535,Yes,OPCN3,,,No
r_23_bin18,Bin 18 (OPCN3),Raw count of particles detected in this specific size bin.,r,uint16_t,dimensionless,0,65535,Yes,OPCN3,,,No
r_23_bin19,Bin 19 (OPCN3),Raw count of particles detected in this specific size bin.,r,uint16_t,dimensionless,0,65535,Yes,OPCN3,,,No
r_23_bin20,Bin 20 (OPCN3),Raw count of particles detected in this specific size bin.,r,uint16_t,dimensionless,0,65535,Yes,OPCN3,,,No
r_23_bin21,Bin 21 (OPCN3),Raw count of particles detected in this specific size bin.,r,uint16_t,dimensionless,0,65535,Yes,OPCN3,,,No
r_23_bin22,Bin 22 (OPCN3),Raw count of particles detected in this specific size bin.,r,uint16_t,dimensionless,0,65535,Yes,OPCN3,,,No
r_23_bin23,Bin 23 (OPCN3),Raw count of particles detected in this specific size bin.,r,uint16_t,dimensionless,0,65535,Yes,OPCN3,,,No
r_23_bin1_tof,Bin 1 ToF (OPCN3),"Average time required for particles to transit the laser beam, in microseconds.",r,uint8_t,µs,0,255,Yes,OPCN3,,,No
r_23_bin3_tof,Bin 3 ToF (OPCN3),"Average time required for particles to transit the laser beam, in microseconds.",r,uint8_t,µs,0,255,Yes,OPCN3,,,No
r_23_bin5_tof,Bin 5 ToF (OPCN3),"Average time required for particles to transit the laser beam, in microseconds.",r,uint8_t,µs,0,255,Yes,OPCN3,,,No
r_23_bin7_tof,Bin 7 ToF (OPCN3),"Average time required for particles to transit the laser beam, in microseconds.",r,uint8_t,µs,0,255,Yes,OPCN3,,,No
r_23_pc,Period Count (OPCN3),Measure of the histogram's actual sampling period.,r,float,seconds,N/A,N/A,Yes,OPCN3,,,No
r_23_ls,Laser DAC (OPCN3),Laser Status,r,uint16_t,dimensionless,N/A,N/A,Yes,OPCN3,,,No
r_23_fs,Fan DAC (OPCN3),Fan Status,r,uint16_t,dimensionless,N/A,N/A,Yes,OPCN3,,,No
r_23_sfr,Sample Flow Rate (OPCN3),The speed at which the sensor's internal fan draws ambient air through its sensing chamber to measure airborne particles. ,r,float,dimensionless,N/A,N/A,Yes,OPCN3,,,No
r_23_rcg,Reject Count Glitch (OPCN3),"The number of particles detected by the sensor that were excluded from the final concentration calculation, typically due to errors, overlaps, or invalid data during the sampling process",r,uint16_t,dimensionless,N/A,N/A,Yes,OPCN3,,,No
r_23_rcltof,Reject Count LongTOF (OPCN3),Number of particles rejected because they took too long to pass through the laser beam,r,uint16_t,dimensionless,N/A,N/A,Yes,OPCN3,,,No
r_23_rcr,Reject Count Ratio (OPCN3),Proportion of particles detected by the sensor that were rejected because they could not be accurately sized or counted,r,uint16_t,dimensionless,N/A,N/A,Yes,OPCN3,,,No
r_23_rcoor,Reject Count OutOfRange (OPCN3),"Number of particles rejected by the sensor’s onboard algorithm exceeds the expected or allowed limit, often due to high particle concentration (saturation) or flow issues",r,uint16_t,dimensionless,N/A,N/A,Yes,OPCN3,,,No
r_23_fw,Firmware,Firmware Version of the PM Uart Adapter,r,uint8_t,dimensionless,N/A,N/A,Yes,OPCN3,,,No
r_23_model,Sensor model(OPCN3),Sensor model. N3 o N2,r,uint8_t,dimensionless,N/A,N/A,Yes,OPCN3,,,No
r_22_tmp,Temperature (MANTA),Water Temperature,r,float,celsius,-5,50,No,MANTA3,,,Yes
r_22_ph,PH (MANTA),Water PH,r,float,pH,0,14,No,MANTA3,,,Yes
r_22_orp,ORP (MANTA),Water ORP,r,float,millivolts,-999,999,No,MANTA3,,,Yes
r_22_turb,Turbidity (MANTA),Turbidity of the fluid,r,float,FNU,0,4000,No,MANTA3,,,Yes
r_22_trns,Transmissivity (MANTA),Transmissivity,r,float,%,N/A,N/A,No,MANTA3,,,No
r_22_conc,Dissolved Oxygen Concentration (MANTA),Dissolved Oxygen Concentration,r,float,mg/l,0,50,No,MANTA3,,,No
r_22_sat,Dissolved Oxygen Saturation (MANTA),Dissolved Oxygen Saturation,r,float,%,0,500,No,MANTA3,,,No
r_22_cuscm,Specific Conductance of conductivity (MANTA),Specific Conductance of conductivity,r,float,µS/cm,0,5000,No,MANTA3,,,No
r_22_cmscm,Specific Conductance of conductivity (MANTA),Specific Conductance of conductivity,r,float,mS/cm,0,275,No,MANTA3,,,No
r_22_sal,Salinity (MANTA),Salinity of the water,r,float,PSU,0,70,No,MANTA3,,,No
r_22_tds,Total Dissolved Solids (MANTA),Total Dissolved Solids (TDS) in the Water,r,float,g/l,0,65,No,MANTA3,,,No
r_22_dpt,Depth (MANTA),Depth,r,float,m,0,200,No,MANTA3,,,No
r_22_vd,Vented Depth (MANTA),Vented Depth,r,float,m,0,10,No,MANTA3,,,No
r_22_bp,Barometric Pressure (MANTA),Barometric Pressure,r,float,mmHg,400,900,No,MANTA3,,,No
r_22_tdg,Total Dissolved Gas (MANTA),Total Dissolved Gas (TDG),r,float,mmHg,400,1400,No,MANTA3,,,No
r_22_cab,Chlorophyll a-blue (MANTA),Chlorophyll a-blue,r,float,µg/l,0,100,No,MANTA3,,,No
r_22_car,Chlorophyll a- (MANTA),Chlorophyll a-red,r,float,µg/l,0,500,No,MANTA3,,,No
r_22_rd,Rhodamine Dye (MANTA),Rhodamine Dye,r,float,ppb,0,200,No,MANTA3,,,No
r_22_phycoc,Phycocyanin (MANTA),Phycocyanin (freshwater BGA),r,float,ppb,0,4500,No,MANTA3,,,No
r_22_phycoe,Phycoerythrin (MANTA),Phycoerythrin (marine BGA),r,float,ppb,0,700,No,MANTA3,,,No
r_22_cfdom,CDOM/FDOM (MANTA),CDOM/FDOM,r,float,ppb,0,500,No,MANTA3,,,No
r_22_ob,Optical Brightener (MANTA),Optical Brightener,r,float,ppb,0,300,No,MANTA3,,,No
r_22_tryp,Tryptophan (MANTA),Tryptophan,r,float,ppb,0,5000,No,MANTA3,,,No
r_22_fuor,Fuorescein Dye (MANTA),Fuorescein Dye,r,float,ppb,0,150,No,MANTA3,,,No
r_22_ptsa,PTSA (MANTA),PTSA,r,float,ppb,0,650,No,MANTA3,,,No
r_22_roil,Refined Oil (MANTA),Refined Oil,r,float,ppb,0,20,No,MANTA3,,,No
r_22_coil,Crude Oil (MANTA),Crude Oil,r,float,ppb,0,300,No,MANTA3,,,No
r_22_amn,Ammonium (MANTA),Concentration of Ammonium in the Water,r,float,mg/l,0,100,No,MANTA3,,,No
r_22_ntr,Nitrate (MANTA),Concentration of Nitrate in the Water,r,float,mg/l,0,100,No,MANTA3,,,No
r_22_chl,Chloride (MANTA),Concentration of Cloride in the Water,r,float,mg/l,0,18000,No,MANTA3,,,No
r_22_sod,Sodium (MANTA),Concentration of Sodium in the Water,r,float,mg/l,0,20000,No,MANTA3,,,No
r_22_cal,Calcium (MANTA),Concentration of Calcium in the Water,r,float,mg/l,0,40000,No,MANTA3,,,No
r_22_bro,Bromide (MANTA),Concentration of Bromide in the Water,r,float,mg/l,0,80000,No,MANTA3,,,No
r_22_photo,Photometric PAR (MANTA),Photometric PAR,r,float,µmol/cm2,N/A,N/A,No,MANTA3,,,No
r_22_co2,Carbon Dioxide (MANTA),Concentration of Carbon Dioxide(CO2) in the Water,r,float,ppm,0,10000,No,MANTA3,,,No
r_27_tmp,Temperature (BGT-WSD2),Atmospheric Temperature,r,float,celsius,-20,70,No,WSD2,,,Yes
r_27_hum,Humidity (BGT-WSD2),Atmospheric Relative Humidity,r,float,%,0,100,No,WSD2,,,Yes
r_28_rad,Radiation (SQ421,Solar Radiation,r,float,µmol/m2*s,N/A,N/A,No,SQ421,,,Yes
r_28_volt,Millivolts (SQ421,Millivolts of the sensor readed,r,float,V,N/A,N/A,No,SQ421,,,No
r_28_radi,Radiation Immersed (SQ421,Radiation value read when sensor is immersed in a fluid,r,float,µmol/m2*s,N/A,N/A,No,SQ421,,,No
r_29_hum,Humidity (LEAF WETNESS),Relative Humidity,r,float,%,N/A,N/A,No,LEAF-WETNESS,,,Yes
r_29_tmp,Temperature (LEAF WETNESS),Atmospheric Temperature,r,float,celsius,N/A,N/A,No,LEAF-WETNESS,,,Yes
r_30_las,LAS (NLSV2),Level A-weighted Slow,r,float,dBA,40,115,No,NLSV2,,,No
r_30_lasmin,LAS MIN (NLSV2),Level A-weighted Slow MIN value,r,float,dBA,40,115,No,NLSV2,,,No
r_30_lasmax,LAS MAX (NLSV2),Level A-weighted Slow MAX value,r,float,dBA,40,115,No,NLSV2,,,No
r_30_laf,LAF (NLSV2),Level A-weighted Fast,r,float,dBA,40,115,No,NLSV2,,,No
r_30_lafmin,LAF MIN (NLSV2),Level A-weighted Fast MIN value,r,float,dBA,40,115,No,NLSV2,,,No
r_30_lafmax,LAF MAX (NLSV2),Level A-weighted Fast MAX value,r,float,dBA,40,115,No,NLSV2,,,No
r_30_lamin,LA min (NLSV2),Level A-weighted MIN value,r,float,dBA,40,115,No,NLSV2,,,No
r_30_lamax,LA max (NLSV2),Level A-weighted MAX value,r,float,dBA,40,115,No,NLSV2,,,No
r_30_laeq,LA Eq (NLSV2),Level A-weighted Equivalent,r,float,dBA,40,115,No,NLSV2,NoiseLevelObserved,LAeq,Yes
r_30_la10,LA10 (NLSV2),Background Noise Level wich exceeded for 10% of a measurement period,r,float,dBA,40,115,No,NLSV2,NoiseLevelObserved,LA10,No
r_30_la20,LA20 (NLSV2),Background Noise Level wich exceeded for 20% of a measurement period,r,float,dBA,40,115,No,NLSV2,,,No
r_30_la30,LA30 (NLSV2),Background Noise Level wich exceeded for 30% of a measurement period,r,float,dBA,40,115,No,NLSV2,,,No
r_30_la40,LA40 (NLSV2),Background Noise Level wich exceeded for 40% of a measurement period,r,float,dBA,40,115,No,NLSV2,,,No
r_30_la50,LA50 (NLSV2),Background Noise Level wich exceeded for 50% of a measurement period,r,float,dBA,40,115,No,NLSV2,NoiseLevelObserved,LA50,No
r_30_la60,LA60 (NLSV2),Background Noise Level wich exceeded for 60% of a measurement period,r,float,dBA,40,115,No,NLSV2,,,No
r_30_la70,LA70 (NLSV2),Background Noise Level wich exceeded for 70% of a measurement period,r,float,dBA,40,115,No,NLSV2,,,No
r_30_la80,LA80 (NLSV2),Background Noise Level wich exceeded for 80% of a measurement period,r,float,dBA,40,115,No,NLSV2,,,No
r_30_la90,LA90 (NLSV2),Background Noise Level wich exceeded for 90% of a measurement period,r,float,dBA,40,115,No,NLSV2,NoiseLevelObserved,LA90,No
r_30_la99,LA99 (NLSV2),Background Noise Level wich exceeded for 99% of a measurement period,r,float,dBA,40,115,No,NLSV2,NoiseLevelObserved,LA99,No
r_31_ws,Wind Speed (WS3000),Wind Speed,r,float,m/s,0,50,No,WS3000,,,No
r_31_vd,Vane Direction (WS3000),Vane Direction,r,float,degrees,0,360,No,WS3000,,,No
r_31_pre,Precipitation (WS3000),Precipitation,r,float,l/m2,N/A,N/A,No,WS3000,,,No
r_32_msd0,Moisture With Salinity Depth 0 (ENVIROPRO),Moisture With Salinity Depth 0,r,float,%,N/A,N/A,No,ENVIROPRO,,,Yes
